stop_id,stop_name,stop_town,stop_lon,stop_lat,location_type,parent_station,wheelchair_boarding,platform_code
sa_00001,Muiderpoortstation,Amsterdam,3.31356,47.974766,1,,,
sa_00008,Dapperstraat,Amsterdam,3.31356,47.974766,1,,,
sa_00014,Wijttenbachstraat,Amsterdam,3.31356,47.974766,1,,,
sa_00018,Diemerknoop,Diemen,3.31356,47.974766,1,,,
sa_00020,Beukenweg,Amsterdam,3.31356,47.974766,1,,,
sa_00023,Beukenplein,Amsterdam,3.31356,47.974766,1,,,
sa_00029,Pretoriusstraat,Amsterdam,3.31356,47.974766,1,,,
sa_00039,Hogeweg,Amsterdam,3.31356,47.974766,1,,,
sa_00041,Maxwellstraat,Amsterdam,3.31356,47.974766,1,,,
sa_00044,Fizeaustraat,Amsterdam,3.31356,47.974766,1,,,
sa_00048,Lorentzlaan,Amsterdam,3.31356,47.974766,1,,,
sa_00051,Maxwellstraat,Amsterdam,3.31356,47.974766,1,,,
sa_00053,Kruislaan,Amsterdam,3.31356,47.974766,1,,,
sa_00055,Linnaeusparkweg,Amsterdam,3.31356,47.974766,1,,,
sa_00059,Radioweg,Amsterdam,3.31356,47.974766,1,,,
sa_00061,Archimedesweg,Amsterdam,3.31356,47.974766,1,,,
sa_00065,Hugo de Vrieslaan,Amsterdam,3.31356,47.974766,1,,,
sa_00074,Brinkstraat,Amsterdam,3.31356,47.974766,1,,,
sa_00079,Zaaiersweg,Amsterdam,3.31356,47.974766,1,,,
sa_00113,Dennenrode,Amsterdam,3.31356,47.974766,1,,,
sa_00118,Echtenstein,Amsterdam,3.31356,47.974766,1,,,
sa_00124,Geldershoofd,Amsterdam,3.31356,47.974766,1,,,
sa_00126,Grubbehoeve,Amsterdam,3.31356,47.974766,1,,,
sa_00128,Geerdinkhof,Amsterdam,3.31356,47.974766,1,,,
sa_00134,Koornhorst,Amsterdam,3.31356,47.974766,1,,,
sa_00144,Kikkenstein,Amsterdam,3.31356,47.974766,1,,,
sa_00146,Gooioord,Amsterdam,3.31356,47.974766,1,,,
sa_00150,Tulastraat,Amsterdam,3.31356,47.974766,1,,,
sa_00152,Florijn,Amsterdam,3.31356,47.974766,1,,,
sa_00156,Dolingadreef,Amsterdam,3.31356,47.974766,1,,,
sa_00158,Dolingadreef,Amsterdam,3.31356,47.974766,1,,,
sa_00167,Hogevecht,Amsterdam,3.31356,47.974766,1,,,
sa_00169,Huigenbos,Amsterdam,3.31356,47.974766,1,,,
sa_00171,Maasdrielhof,Amsterdam,3.31356,47.974766,1,,,
sa_00172,Holendrechtplein,Amsterdam,3.31356,47.974766,1,,,
sa_00177,Nelson Mandelapark,Amsterdam,3.31356,47.974766,1,,,
sa_00179,Kelbergen,Amsterdam,3.31356,47.974766,1,,,
sa_00184,Meernhof,Amsterdam,3.31356,47.974766,1,,,
sa_00186,Geinbrug,Amsterdam,3.31356,47.974766,1,,,
sa_00197,Annie Romeinplein,Amsterdam,3.31356,47.974766,1,,,
sa_00201,Reigersbroeck,Amsterdam,3.31356,47.974766,1,,,
sa_00206,Rhenenhof,Amsterdam,3.31356,47.974766,1,,,
sa_00209,Hakfort,Amsterdam,3.31356,47.974766,1,,,
sa_00220,Gaasp,Amsterdam,3.31356,47.974766,1,,,
sa_00237,Flierbosdreef,Amsterdam,3.31356,47.974766,1,,,
sa_00239,Anton de Komplein,Amsterdam,3.31356,47.974766,1,,,
sa_00252,Tarwekamp,Diemen,3.31356,47.974766,1,,,
sa_00254,Biesbosch,Diemen,3.31356,47.974766,1,,,
sa_00256,Kruidenommegang,Duivendrecht,3.31356,47.974766,1,,,
sa_00258,Burg. van Damstraat,Duivendrecht,3.31356,47.974766,1,,,
sa_00260,Lunaweg,Duivendrecht,3.31356,47.974766,1,,,
sa_00266,Korenbloemstraat,Duivendrecht,3.31356,47.974766,1,,,
sa_00268,Astronautenweg,Duivendrecht,3.31356,47.974766,1,,,
sa_00295,Dalsteindreef,Amsterdam,3.31356,47.974766,1,,,
sa_00305,Leusdenhof,Amsterdam,3.31356,47.974766,1,,,
sa_00307,Leerdamhof,Amsterdam,3.31356,47.974766,1,,,
sa_00332,Schoonhovendreef,Amsterdam,3.31356,47.974766,1,,,
sa_00334,Scherpenzeelstraat,Amsterdam,3.31356,47.974766,1,,,
sa_00336,Schaarsbergenstraat,Amsterdam,3.31356,47.974766,1,,,
sa_00338,Staverdenplein,Amsterdam,3.31356,47.974766,1,,,
sa_00340,Gein,Amsterdam,3.31356,47.974766,1,,,
sa_00342,Gein,Amsterdam,3.31356,47.974766,1,,,
sa_00344,W. Gertenbachstraat,Amsterdam,3.31356,47.974766,1,,,
sa_00347,Haardstee,Amsterdam,3.31356,47.974766,1,,,
sa_00349,Woudrichemstraat,Amsterdam,3.31356,47.974766,1,,,
sa_00351,Dostojevskisingel,Amsterdam,3.31356,47.974766,1,,,
sa_00364,Boven Rijkersloot,Diemen,3.31356,47.974766,1,,,
sa_00370,Plataanstraat,Duivendrecht,3.31356,47.974766,1,,,
sa_00419,Wamelstraat,Amsterdam,3.31356,47.974766,1,,,
sa_00421,Veenendaalplein,Amsterdam,3.31356,47.974766,1,,,
sa_00434,Bijlmerplein,Amsterdam,3.31356,47.974766,1,,,
sa_00436,Industrieweg,Duivendrecht,3.31356,47.974766,1,,,
sa_00441,Muiderpoortstation,Amsterdam,3.31356,47.974766,1,,,
sa_00442,Beukenhorst,Diemen,3.31356,47.974766,1,,,
sa_00445,Schoolstraat,Diemen,3.31356,47.974766,1,,,
sa_00447,Nic. Lublinkstraat,Diemen,3.31356,47.974766,1,,,
sa_00453,Diemen (Sniep),Diemen,3.31356,47.974766,1,,,
sa_00454,Diemen (Sniep),Diemen,3.31356,47.974766,1,,,
sa_00460,Hogeschool InHolland,Diemen,3.31356,47.974766,1,,,
sa_00491,Science Park Aer,Amsterdam,3.31356,47.974766,1,,,
sa_00494,Science Park Aqua,Amsterdam,3.31356,47.974766,1,,,
sa_00504,Arent Krijtsstraat,Diemen,3.31356,47.974766,1,,,
sa_00506,Science Park Terra,Amsterdam,3.31356,47.974766,1,,,
sa_00507,Science Park Terra,Amsterdam,3.31356,47.974766,1,,,
sa_00514,Eekholt,Amsterdam,3.31356,47.974766,1,,,
sa_00517,Foppingadreef,Amsterdam,3.31356,47.974766,1,,,
sa_00525,Provincialeweg,Amsterdam,3.31356,47.974766,1,,,
sa_00527,Eekholt,Amsterdam,3.31356,47.974766,1,,,
sa_00529,Station Science Park,Amsterdam,3.31356,47.974766,1,,,
sa_00548,Station Spaklerweg,Amsterdam,3.31356,47.974766,1,,,
sa_00550,Joan Muyskenweg,Duivendrecht,3.31356,47.974766,1,,,
sa_00554,Science Park,Amsterdam,3.31356,47.974766,1,,,
sa_00556,C. Mac Gillavrylaan,Amsterdam,3.31356,47.974766,1,,,
sa_00570,Stationsweg,Amsterdam,3.31356,47.974766,1,,,
sa_00573,H.J.E. Wenckebachweg,Amsterdam,3.31356,47.974766,1,,,
sa_00578,De Flinesstraat,Amsterdam,3.31356,47.974766,1,,,
sa_00579,De Flinesstraat,Amsterdam,3.31356,47.974766,1,,,
sa_00653,Winkelcentrum,Weesp,3.31356,47.974766,1,,,
sa_00655,Sinnigvelderstraat,Weesp,3.31356,47.974766,1,,,
sa_00665,Station Weesp,Weesp,3.31356,47.974766,1,,,
sa_00966,Tureluurweg,Diemen,3.31356,47.974766,1,,,
sa_00967,Landlust,Diemen,3.31356,47.974766,1,,,
sa_00970,Diemen Noord,Diemen,3.31356,47.974766,1,,,
sa_00971,Rietzangerweg,Diemen,3.31356,47.974766,1,,,
sa_00972,Oude Waelweg,Diemen,3.31356,47.974766,1,,,
sa_00973,Vogelweg,Diemen,3.31356,47.974766,1,,,
sa_00974,Buytenweg,Diemen,3.31356,47.974766,1,,,
sa_00975,Station Diemen,Diemen,3.31356,47.974766,1,,,
sa_00976,Klipperweg,Diemen,3.31356,47.974766,1,,,
sa_00979,Meerkoet,Diemen,3.31356,47.974766,1,,,
sa_00980,Zeezigt,Diemen,3.31356,47.974766,1,,,
sa_00985,Winkelcentrum,Diemen,3.31356,47.974766,1,,,
sa_00986,Prins Bernhardlaan,Diemen,3.31356,47.974766,1,,,
sa_00989,Martin L.Kinglaan,Diemen,3.31356,47.974766,1,,,
sa_00992,Pr. Beatrixlaan,Diemen,3.31356,47.974766,1,,,
sa_00998,Vinkenbrug,Diemen,3.31356,47.974766,1,,,
sa_01001,Hilversumstraat,Amsterdam,3.31356,47.974766,1,,,
sa_01005,Volendammerweg,Amsterdam,3.31356,47.974766,1,,,
sa_01014,IJdijk,Amsterdam,3.31356,47.974766,1,,,
sa_01016,Liergouw,Amsterdam,3.31356,47.974766,1,,,
sa_01018,Volkstuin,Amsterdam,3.31356,47.974766,1,,,
sa_01020,Durgerd.dijk 4,Amsterdam,3.31356,47.974766,1,,,
sa_01022,Durgerd.dijk 36,Amsterdam,3.31356,47.974766,1,,,
sa_01024,Durgerd.dijk 82,Durgerdam,3.31356,47.974766,1,,,
sa_01026,Kabelhuisje,Durgerdam,3.31356,47.974766,1,,,
sa_01028,Durgerd.dijk 175,Durgerdam,3.31356,47.974766,1,,,
sa_01030,Uitdammerdijk,Durgerdam,3.31356,47.974766,1,,,
sa_01032,Durgerd. gouw 37,Durgerdam,3.31356,47.974766,1,,,
sa_01034,Durgerd.gouw 20,Ransdorp,3.31356,47.974766,1,,,
sa_01042,Bloemend.gouw 42,Ransdorp,3.31356,47.974766,1,,,
sa_01044,Kinselmeer,Ransdorp,3.31356,47.974766,1,,,
sa_01046,Bloemend.gouw 69,Amsterdam,3.31356,47.974766,1,,,
sa_01048,Blijkmeer,Amsterdam,3.31356,47.974766,1,,,
sa_01050,Bloemend.gouw 38,Holysloot,3.31356,47.974766,1,,,
sa_01053,Buikslotermeerplein,Amsterdam,3.31356,47.974766,1,,,
sa_01060,Wervershoofstraat,Amsterdam,3.31356,47.974766,1,,,
sa_01062,Nieuwe Purmerweg,Amsterdam,3.31356,47.974766,1,,,
sa_01064,Het Breed,Amsterdam,3.31356,47.974766,1,,,
sa_01066,Olof Palmeplein,Amsterdam,3.31356,47.974766,1,,,
sa_01067,Ilperveldstraat,Amsterdam,3.31356,47.974766,1,,,
sa_01069,De Egmondenstraat,Amsterdam,3.31356,47.974766,1,,,
sa_01071,Waterlandplein,Amsterdam,3.31356,47.974766,1,,,
sa_01077,Dijkmanshuizenstraat,Amsterdam,3.31356,47.974766,1,,,
sa_01079,Beemsterstraat,Amsterdam,3.31356,47.974766,1,,,
sa_01080,Markengouw,Amsterdam,3.31356,47.974766,1,,,
sa_01082,Zunderdorpergouw,Amsterdam,3.31356,47.974766,1,,,
sa_01084,Kerklaan,Amsterdam,3.31356,47.974766,1,,,
sa_01086,'t Nopeind,Amsterdam,3.31356,47.974766,1,,,
sa_01088,Zunderdorp,Amsterdam,3.31356,47.974766,1,,,
sa_01089,Buikslotermeerdijk,Amsterdam,3.31356,47.974766,1,,,
sa_01092,Th. Weeversweg,Amsterdam,3.31356,47.974766,1,,,
sa_01100,Bakkerswaal,Amsterdam,3.31356,47.974766,1,,,
sa_01102,J.H. van Heekweg,Amsterdam,3.31356,47.974766,1,,,
sa_01104,Mariëndaal,Amsterdam,3.31356,47.974766,1,,,
sa_01106,Spelderholt,Amsterdam,3.31356,47.974766,1,,,
sa_01108,J. Drijverweg,Amsterdam,3.31356,47.974766,1,,,
sa_01110,Rode Kruisstraat,Amsterdam,3.31356,47.974766,1,,,
sa_01112,Waddenweg,Amsterdam,3.31356,47.974766,1,,,
sa_01114,Merelstraat,Amsterdam,3.31356,47.974766,1,,,
sa_01119,Hamerstraat,Amsterdam,3.31356,47.974766,1,,,
sa_01122,Havikslaan,Amsterdam,3.31356,47.974766,1,,,
sa_01124,Valkenweg,Amsterdam,3.31356,47.974766,1,,,
sa_01126,Spreeuwenpark,Amsterdam,3.31356,47.974766,1,,,
sa_01130,Hagedoornplein,Amsterdam,3.31356,47.974766,1,,,
sa_01138,Grasweg,Amsterdam,3.31356,47.974766,1,,,
sa_01139,Grasweg,Amsterdam,3.31356,47.974766,1,,,
sa_01149,Mosplein,Amsterdam,3.31356,47.974766,1,,,
sa_01156,Sneeuwbalstraat,Amsterdam,3.31356,47.974766,1,,,
sa_01161,Eeuwige Jeugdlaan,Amsterdam,3.31356,47.974766,1,,,
sa_01166,Barkpad,Amsterdam,3.31356,47.974766,1,,,
sa_01167,Tjalkstraat,Amsterdam,3.31356,47.974766,1,,,
sa_01171,Voordek,Amsterdam,3.31356,47.974766,1,,,
sa_01173,Tussendek,Amsterdam,3.31356,47.974766,1,,,
sa_01175,Staghof,Amsterdam,3.31356,47.974766,1,,,
sa_01177,Masthof,Amsterdam,3.31356,47.974766,1,,,
sa_01179,Grootzeil,Amsterdam,3.31356,47.974766,1,,,
sa_01189,Pinksterbloemstraat,Amsterdam,3.31356,47.974766,1,,,
sa_01193,Slijperweg,Amsterdam,3.31356,47.974766,1,,,
sa_01203,Meteorensingel,Amsterdam,3.31356,47.974766,1,,,
sa_01205,Maanstraat,Amsterdam,3.31356,47.974766,1,,,
sa_01208,Meteorenweg,Amsterdam,3.31356,47.974766,1,,,
sa_01210,Kometensingel,Amsterdam,3.31356,47.974766,1,,,
sa_01212,Oostzanerdijk,Amsterdam,3.31356,47.974766,1,,,
sa_01214,Bovenkruier,Amsterdam,3.31356,47.974766,1,,,
sa_01216,Petmolen,Amsterdam,3.31356,47.974766,1,,,
sa_01222,Standerdmolen,Amsterdam,3.31356,47.974766,1,,,
sa_01224,Appelweg,Amsterdam,3.31356,47.974766,1,,,
sa_01226,Druivenstraat,Amsterdam,3.31356,47.974766,1,,,
sa_01228,Ananasplein,Amsterdam,3.31356,47.974766,1,,,
sa_01275,Banne Buikslootlaan,Amsterdam,3.31356,47.974766,1,,,
sa_01277,Statenjachtstraat,Amsterdam,3.31356,47.974766,1,,,
sa_01324,Volkstuin,Amsterdam,3.31356,47.974766,1,,,
sa_01326,Bloemend.gouw 51,Amsterdam,3.31356,47.974766,1,,,
sa_01328,Het Breed,Amsterdam,3.31356,47.974766,1,,,
sa_01337,Dorpsweg 38,Amsterdam,3.31356,47.974766,1,,,
sa_01339,G.J. Scheurleerweg,Amsterdam,3.31356,47.974766,1,,,
sa_01346,Nageljongenstraat,Amsterdam,3.31356,47.974766,1,,,
sa_01353,BovenIJ ziekenhuis,Amsterdam,3.31356,47.974766,1,,,
sa_01358,Durgerd.dijk 143,Amsterdam,3.31356,47.974766,1,,,
sa_01359,Molenwijk,Amsterdam,3.31356,47.974766,1,,,
sa_01360,Buiksloterwegveer,Amsterdam,3.31356,47.974766,1,,,
sa_01363,Hildsven,Amsterdam,3.31356,47.974766,1,,,
sa_01365,Atatürk,Amsterdam,3.31356,47.974766,1,,,
sa_01367,Tuigerstraat,Amsterdam,3.31356,47.974766,1,,,
sa_01369,Pomonastraat,Amsterdam,3.31356,47.974766,1,,,
sa_01371,Buiksloterwegveer,Amsterdam,3.31356,47.974766,1,,,
sa_01378,Molenaarsweg,Amsterdam,3.31356,47.974766,1,,,
sa_01380,Zuideinde,Amsterdam,3.31356,47.974766,1,,,
sa_01382,Vorticellaweg,Amsterdam,3.31356,47.974766,1,,,
sa_01386,Zuiderzeeweg,Amsterdam,3.31356,47.974766,1,,,
sa_01388,Liergouw,Amsterdam,3.31356,47.974766,1,,,
sa_01403,Distelweg,Amsterdam,3.31356,47.974766,1,,,
sa_01409,Kadoelenpad,Amsterdam,3.31356,47.974766,1,,,
sa_01411,Meidoornplein,Amsterdam,3.31356,47.974766,1,,,
sa_01417,Johan v.Hasseltweg,Amsterdam,3.31356,47.974766,1,,,
sa_01418,Olof Palmeplein,Amsterdam,3.31356,47.974766,1,,,
sa_01419,Olof Palmeplein,Amsterdam,3.31356,47.974766,1,,,
sa_01420,Fluitschipstraat,Amsterdam,3.31356,47.974766,1,,,
sa_01433,Lange Vonder,Amsterdam,3.31356,47.974766,1,,,
sa_01435,P.A. v. Heijningestraat,Amsterdam,3.31356,47.974766,1,,,
sa_02013,Oderweg,Amsterdam,3.31356,47.974766,1,,,
sa_02014,Kapoeasweg,Amsterdam,3.31356,47.974766,1,,,
sa_02015,Kastrupstraat,Amsterdam,3.31356,47.974766,1,,,
sa_02017,Oostzaanstraat,Amsterdam,3.31356,47.974766,1,,,
sa_02018,Koivistokade,Amsterdam,3.31356,47.974766,1,,,
sa_02043,Nieuwe Hemweg,Amsterdam,3.31356,47.974766,1,,,
sa_02060,Spaarndammerdijk,Amsterdam,3.31356,47.974766,1,,,
sa_02064,Kabelweg,Amsterdam,3.31356,47.974766,1,,,
sa_02066,La Guardiaweg,Amsterdam,3.31356,47.974766,1,,,
sa_02080,Nova Zemblastraat,Amsterdam,3.31356,47.974766,1,,,
sa_02081,Haparandaweg,Amsterdam,3.31356,47.974766,1,,,
sa_02086,Solebaystraat,Amsterdam,3.31356,47.974766,1,,,
sa_02088,Vredenhof,Amsterdam,3.31356,47.974766,1,,,
sa_02099,Zaanstraat,Amsterdam,3.31356,47.974766,1,,,
sa_02102,Spaarndammerstraat,Amsterdam,3.31356,47.974766,1,,,
sa_02104,Houtmankade,Amsterdam,3.31356,47.974766,1,,,
sa_02106,Assendelftstraat,Amsterdam,3.31356,47.974766,1,,,
sa_02110,Nassauplein,Amsterdam,3.31356,47.974766,1,,,
sa_02113,Haarlemmerplein,Amsterdam,3.31356,47.974766,1,,,
sa_02115,Nw. Willemsstraat,Amsterdam,3.31356,47.974766,1,,,
sa_02120,Marnixplein,Amsterdam,3.31356,47.974766,1,,,
sa_02125,Bloemgracht,Amsterdam,3.31356,47.974766,1,,,
sa_02127,Rozengracht,Amsterdam,3.31356,47.974766,1,,,
sa_02128,G. v.Ledenberchstraat,Amsterdam,3.31356,47.974766,1,,,
sa_02132,Fred. Hendrikplants.,Amsterdam,3.31356,47.974766,1,,,
sa_02137,Kostverlorenstraat,Amsterdam,3.31356,47.974766,1,,,
sa_02139,Van Beuningenplein,Amsterdam,3.31356,47.974766,1,,,
sa_02145,Van Hallstraat,Amsterdam,3.31356,47.974766,1,,,
sa_02146,Van L.Stirumstraat,Amsterdam,3.31356,47.974766,1,,,
sa_02148,Van L.Stirumstraat,Amsterdam,3.31356,47.974766,1,,,
sa_02150,De Wittenkade,Amsterdam,3.31356,47.974766,1,,,
sa_02152,Nassaukade,Amsterdam,3.31356,47.974766,1,,,
sa_02154,De Clercqstraat,Amsterdam,3.31356,47.974766,1,,,
sa_02155,Willem de Zwijgerlaan,Amsterdam,3.31356,47.974766,1,,,
sa_02157,Adm. de Ruijterweg,Amsterdam,3.31356,47.974766,1,,,
sa_02164,De Rijpstraat,Amsterdam,3.31356,47.974766,1,,,
sa_02166,Bos en Lommerweg,Amsterdam,3.31356,47.974766,1,,,
sa_02169,Wiltzanghlaan,Amsterdam,3.31356,47.974766,1,,,
sa_02172,Molenwerf,Amsterdam,3.31356,47.974766,1,,,
sa_02174,Molenwerf,Amsterdam,3.31356,47.974766,1,,,
sa_02182,Markthallen,Amsterdam,3.31356,47.974766,1,,,
sa_02184,Jan v.Galenstraat,Amsterdam,3.31356,47.974766,1,,,
sa_02190,Karel Doormanstraat,Amsterdam,3.31356,47.974766,1,,,
sa_02194,Hornhaven,Amsterdam,3.31356,47.974766,1,,,
sa_02200,Pleimuiden,Amsterdam,3.31356,47.974766,1,,,
sa_02201,Abberdaan,Amsterdam,3.31356,47.974766,1,,,
sa_02252,Zekeringstraat,Amsterdam,3.31356,47.974766,1,,,
sa_02259,Contactweg,Amsterdam,3.31356,47.974766,1,,,
sa_02270,Bolstoen,Amsterdam,3.31356,47.974766,1,,,
sa_02283,Dynamostraat,Amsterdam,3.31356,47.974766,1,,,
sa_02290,Jarmuiden,Amsterdam,3.31356,47.974766,1,,,
sa_02291,Bornhout,Amsterdam,3.31356,47.974766,1,,,
sa_02294,Station Sloterdijk,Amsterdam,3.31356,47.974766,1,,,
sa_02296,Isolatorweg,Amsterdam,3.31356,47.974766,1,,,
sa_02309,Plesostraat,Amsterdam,3.31356,47.974766,1,,,
sa_02311,Seineweg,Amsterdam,3.31356,47.974766,1,,,
sa_02316,Naritaweg,Amsterdam,3.31356,47.974766,1,,,
sa_02320,Van Hallstraat,Amsterdam,3.31356,47.974766,1,,,
sa_02332,Bornhout,Amsterdam,3.31356,47.974766,1,,,
sa_02333,Herwijk,Amsterdam,3.31356,47.974766,1,,,
sa_02338,Westpoortweg,Amsterdam,3.31356,47.974766,1,,,
sa_02342,Scharenburg,Amsterdam,3.31356,47.974766,1,,,
sa_03003,Postjesweg,Amsterdam,3.31356,47.974766,1,,,
sa_03012,Postjesweg,Amsterdam,3.31356,47.974766,1,,,
sa_03023,Marco Polostraat,Amsterdam,3.31356,47.974766,1,,,
sa_03025,Jan v.Galenstraat,Amsterdam,3.31356,47.974766,1,,,
sa_03051,Burg. Eliasstraat,Amsterdam,3.31356,47.974766,1,,,
sa_03053,Burg. Fockstraat,Amsterdam,3.31356,47.974766,1,,,
sa_03057,Ant. Moddermanstraat,Amsterdam,3.31356,47.974766,1,,,
sa_03060,Bos en Lommerplein,Amsterdam,3.31356,47.974766,1,,,
sa_03068,Adm. Helfrichstraat,Amsterdam,3.31356,47.974766,1,,,
sa_03070,Jan Voermanstraat,Amsterdam,3.31356,47.974766,1,,,
sa_03076,Jan Tooropstraat,Amsterdam,3.31356,47.974766,1,,,
sa_03078,Burg. v.d. Pollstraat,Amsterdam,3.31356,47.974766,1,,,
sa_03087,Plein '40 - '45,Amsterdam,3.31356,47.974766,1,,,
sa_03090,Slotermeerlaan,Amsterdam,3.31356,47.974766,1,,,
sa_03095,Burg. v. Leeuwenlaan,Amsterdam,3.31356,47.974766,1,,,
sa_03099,Dr. H. Colijnstraat,Amsterdam,3.31356,47.974766,1,,,
sa_03101,Lambertus Zijlplein,Amsterdam,3.31356,47.974766,1,,,
sa_03102,Confuciusplein,Amsterdam,3.31356,47.974766,1,,,
sa_03104,Dr. H. Colijnstraat,Amsterdam,3.31356,47.974766,1,,,
sa_03106,Troelstralaan,Amsterdam,3.31356,47.974766,1,,,
sa_03107,Willinklaan,Amsterdam,3.31356,47.974766,1,,,
sa_03108,Herman Bonpad,Amsterdam,3.31356,47.974766,1,,,
sa_03115,De Sav. Lohmanstraat,Amsterdam,3.31356,47.974766,1,,,
sa_03117,Sam van Houtenstraat,Amsterdam,3.31356,47.974766,1,,,
sa_03121,Aalbersestraat,Amsterdam,3.31356,47.974766,1,,,
sa_03123,Dr. H. Colijnstraat,Amsterdam,3.31356,47.974766,1,,,
sa_03126,De Sav. Lohmanstraat,Amsterdam,3.31356,47.974766,1,,,
sa_03131,Lod. v. Deysselstraat,Amsterdam,3.31356,47.974766,1,,,
sa_03133,Burg. Röellstraat,Amsterdam,3.31356,47.974766,1,,,
sa_03134,Burg. Röellstraat,Amsterdam,3.31356,47.974766,1,,,
sa_03143,Abraham Kuyperplein,Amsterdam,3.31356,47.974766,1,,,
sa_03144,Abraham Kuyperplein,Amsterdam,3.31356,47.974766,1,,,
sa_03145,J. Cabeliaustraat,Amsterdam,3.31356,47.974766,1,,,
sa_03150,Mercatorplein,Amsterdam,3.31356,47.974766,1,,,
sa_03164,Nachtwachtlaan,Amsterdam,3.31356,47.974766,1,,,
sa_03171,Burg. Rendorpstraat,Amsterdam,3.31356,47.974766,1,,,
sa_03176,Sloterpark,Amsterdam,3.31356,47.974766,1,,,
sa_03187,Jan Zwanenburghof,Amsterdam,3.31356,47.974766,1,,,
sa_03197,W. Schoutenstraat,Amsterdam,3.31356,47.974766,1,,,
sa_03202,Jan v.Galenstraat,Amsterdam,3.31356,47.974766,1,,,
sa_03204,Burg.de Vlugtlaan,Amsterdam,3.31356,47.974766,1,,,
sa_04003,Zuidermolenweg,Amsterdam,3.31356,47.974766,1,,,
sa_04010,Osdorper Ban,Amsterdam,3.31356,47.974766,1,,,
sa_04011,Baden Powellweg,Amsterdam,3.31356,47.974766,1,,,
sa_04021,Osdorpplein,Amsterdam,3.31356,47.974766,1,,,
sa_04024,Baden Powellweg,Amsterdam,3.31356,47.974766,1,,,
sa_04028,Reimerswaalstraat,Amsterdam,3.31356,47.974766,1,,,
sa_04030,Bullepad,Amsterdam,3.31356,47.974766,1,,,
sa_04032,Geer Ban,Amsterdam,3.31356,47.974766,1,,,
sa_04038,Vrijzicht,Amsterdam,3.31356,47.974766,1,,,
sa_04040,Ruimzicht,Amsterdam,3.31356,47.974766,1,,,
sa_04047,Meer en Vaart,Amsterdam,3.31356,47.974766,1,,,
sa_04051,C.K. Eloutstraat,Amsterdam,3.31356,47.974766,1,,,
sa_04053,Piet Wiedijkstraat,Amsterdam,3.31356,47.974766,1,,,
sa_04055,V. M. Broekmanstraat,Amsterdam,3.31356,47.974766,1,,,
sa_04057,Hemsterhuisstraat,Amsterdam,3.31356,47.974766,1,,,
sa_04060,Derkinderenstraat,Amsterdam,3.31356,47.974766,1,,,
sa_04062,Johan Huizingalaan,Amsterdam,3.31356,47.974766,1,,,
sa_04088,Louwesweg,Amsterdam,3.31356,47.974766,1,,,
sa_04091,Louweshoek,Amsterdam,3.31356,47.974766,1,,,
sa_04094,Aletta Jacobslaan,Amsterdam,3.31356,47.974766,1,,,
sa_04098,Maassluisstraat,Amsterdam,3.31356,47.974766,1,,,
sa_04100,Naaldwijkstraat,Amsterdam,3.31356,47.974766,1,,,
sa_04102,Aalsmeerplein,Amsterdam,3.31356,47.974766,1,,,
sa_04104,Hoofddorpplein,Amsterdam,3.31356,47.974766,1,,,
sa_04109,Westlandgracht,Amsterdam,3.31356,47.974766,1,,,
sa_04111,Delflandlaan,Amsterdam,3.31356,47.974766,1,,,
sa_04112,Johan Huizingalaan,Amsterdam,3.31356,47.974766,1,,,
sa_04126,Louis Davidsstraat,Amsterdam,3.31356,47.974766,1,,,
sa_04129,Derkinderenstraat,Amsterdam,3.31356,47.974766,1,,,
sa_04133,Robert Fruinlaan,Amsterdam,3.31356,47.974766,1,,,
sa_04135,Justus Lipsiusstraat,Amsterdam,3.31356,47.974766,1,,,
sa_04137,Cornelis Lelylaan,Amsterdam,3.31356,47.974766,1,,,
sa_04140,Sierplein,Amsterdam,3.31356,47.974766,1,,,
sa_04208,Jac. Veltmanstraat,Amsterdam,3.31356,47.974766,1,,,
sa_04214,Griendstraat,Amsterdam,3.31356,47.974766,1,,,
sa_04234,Maaseikpad,Amsterdam,3.31356,47.974766,1,,,
sa_04264,Skyport,Amsterdam,3.31356,47.974766,1,,,
sa_04267,Schiphol, Airport/Plaza,Schiphol,3.31356,47.974766,1,,,
sa_04273,Schiphol Verkeerstoren,Amsterdam,3.31356,47.974766,1,,,
sa_04276,Laan v.Vlaanderen,Amsterdam,3.31356,47.974766,1,,,
sa_04278,Kasterleepark,Amsterdam,3.31356,47.974766,1,,,
sa_04301,Antwerpenbaan,Amsterdam,3.31356,47.974766,1,,,
sa_04302,Antwerpenbaan,Amsterdam,3.31356,47.974766,1,,,
sa_04304,Cateringweg,Amsterdam,3.31356,47.974766,1,,,
sa_04305,Westmallepad,Amsterdam,3.31356,47.974766,1,,,
sa_04314,Oudenaardeplantsoen,Amsterdam,3.31356,47.974766,1,,,
sa_04315,Hageland,Amsterdam,3.31356,47.974766,1,,,
sa_04318,Henk Sneevlietweg,Amsterdam,3.31356,47.974766,1,,,
sa_04320,Heemstedestraat,Amsterdam,3.31356,47.974766,1,,,
sa_04322,Station Lelylaan,Amsterdam,3.31356,47.974766,1,,,
sa_04324,Postjesweg,Amsterdam,3.31356,47.974766,1,,,
sa_04326,Plesmanlaan,Amsterdam,3.31356,47.974766,1,,,
sa_04332,Anderlechtlaan,Amsterdam,3.31356,47.974766,1,,,
